Reference Company,Security Description,Trade Date,Ask,Bid,Close
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/7/20,7.74,7.183,7.461
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/8/20,7.608,7.102,7.355
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/9/20,7.558,7.052,7.305
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/10/20,7.67,7.164,7.417
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/11/20,7.794,7.237,7.515
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/14/20,7.756,7.201,7.478
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/15/20,7.757,7.2,7.478
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/16/20,7.768,7.211,7.49
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/17/20,7.859,7.303,7.581
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/18/20,7.646,7.09,7.368
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/21/20,7.644,7.139,7.391
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/22/20,7.517,7.063,7.29
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/23/20,7.506,7.052,7.279
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/24/20,7.443,6.989,7.216
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/25/20,7.403,6.95,7.176
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/28/20,7.429,6.974,7.201
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/29/20,7.517,6.962,7.239
EUR25C2Y=R,Euro/US Dollar 2 Year 25 Delta Call,12/30/20,7.554,7.101,7.327
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,11/30/20,6.471,5.771,6.121
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/1/20,6.969,6.319,6.644
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/2/20,7.604,6.854,7.229
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/3/20,8.174,7.474,7.824
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/4/20,8.391,7.691,8.041
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/7/20,8.564,7.814,8.189
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/8/20,7.669,6.919,7.294
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/9/20,7.965,7.265,7.615
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/10/20,8.262,7.512,7.887
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/11/20,8.607,7.857,8.232
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/14/20,7.409,6.659,7.034
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/15/20,7.353,6.603,6.978
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/16/20,7.341,6.591,6.966
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/17/20,7.151,6.401,6.776
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/18/20,6.455,5.705,6.08
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/21/20,6.995,5.995,6.495
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/22/20,6.575,5.775,6.175
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/23/20,6.416,5.416,5.916
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/24/20,5.951,4.951,5.451
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/25/20,5.795,5.043,5.419
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/28/20,6.11,5.11,5.61
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/29/20,6.414,5.664,6.039
EUR45CSW=R,Euro/US Dollar Spot Week 45 Delta Call,12/30/20,7.859,7.009,7.434
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,11/30/20,6.387,6.126,6.256
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/1/20,6.7,6.449,6.574
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/2/20,7.003,6.751,6.877
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/3/20,6.828,6.576,6.702
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/4/20,7.119,6.915,7.017
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/7/20,7.426,7.175,7.3
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/8/20,6.976,6.723,6.85
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/9/20,7.046,6.796,6.921
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/10/20,6.852,6.647,6.749
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/11/20,7.146,6.895,7.021
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/14/20,7.087,6.837,6.962
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/15/20,6.934,6.682,6.808
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/16/20,6.913,6.661,6.787
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/17/20,6.848,6.596,6.722
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/18/20,6.599,6.346,6.472
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/21/20,7.031,6.824,6.928
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/22/20,7.047,6.789,6.918
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/23/20,6.829,6.622,6.726
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/24/20,6.556,6.349,6.452
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/25/20,6.701,6.449,6.575
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/28/20,6.819,6.568,6.693
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/29/20,6.914,6.661,6.787
EUR45C1M=R,Euro/US Dollar 1 Month 45 Delta Call,12/30/20,7.191,6.938,7.065
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,11/30/20,6.478,6.273,6.376
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/1/20,6.714,6.513,6.614
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/2/20,6.951,6.7,6.826
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/3/20,7.088,6.837,6.962
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/4/20,7.177,6.975,7.076
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/7/20,7.384,7.134,7.259
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/8/20,6.937,6.686,6.811
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/9/20,6.952,6.701,6.826
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/10/20,6.947,6.746,6.846
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/11/20,7.163,6.912,7.038
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/14/20,7.068,6.817,6.942
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/15/20,6.884,6.633,6.759
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/16/20,6.876,6.625,6.751
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/17/20,7.055,6.805,6.93
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/18/20,6.763,6.512,6.637
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/21/20,7.064,6.813,6.939
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/22/20,6.835,6.584,6.71
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/23/20,6.773,6.522,6.647
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/24/20,6.663,6.413,6.538
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/25/20,6.662,6.411,6.537
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/28/20,6.719,6.468,6.594
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/29/20,6.846,6.594,6.72
EUR45C2M=R,Euro/US Dollar 2 Month 45 Delta Call,12/30/20,6.936,6.685,6.811
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,11/30/20,6.404,6.201,6.303
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/1/20,6.657,6.454,6.556
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/2/20,6.851,6.6,6.725
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/3/20,6.964,6.713,6.838
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/4/20,7.049,6.844,6.946
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/7/20,7.193,6.942,7.067
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/8/20,6.846,6.595,6.72
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/9/20,6.805,6.603,6.704
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/10/20,6.854,6.652,6.753
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/11/20,7.061,6.81,6.935
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/14/20,7.014,6.764,6.889
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/15/20,6.848,6.644,6.746
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/16/20,6.881,6.631,6.756
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/17/20,7.06,6.809,6.935
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/18/20,6.835,6.584,6.709
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/21/20,7.023,6.772,6.897
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/22/20,6.836,6.585,6.71
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/23/20,6.745,6.54,6.642
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/24/20,6.708,6.503,6.606
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/25/20,6.691,6.44,6.566
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/28/20,6.693,6.442,6.568
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/29/20,6.68,6.429,6.555
EUR45C3M=R,Euro/US Dollar 3 Month 45 Delta Call,12/30/20,6.876,6.67,6.773
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,11/30/20,6.395,6.194,6.294
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/1/20,6.627,6.426,6.527
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/2/20,6.749,6.499,6.624
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/3/20,6.795,6.596,6.696
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/4/20,6.839,6.639,6.739
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/7/20,6.864,6.664,6.764
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/8/20,6.658,6.458,6.558
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/9/20,6.648,6.447,6.547
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/10/20,6.734,6.534,6.634
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/11/20,6.9,6.65,6.775
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/14/20,6.809,6.609,6.709
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/15/20,6.789,6.588,6.688
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/16/20,6.802,6.602,6.702
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/17/20,6.911,6.711,6.811
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/18/20,6.718,6.518,6.618
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/21/20,6.778,6.528,6.653
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/22/20,6.698,6.448,6.573
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/23/20,6.595,6.395,6.495
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/24/20,6.522,6.322,6.422
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/25/20,6.552,6.352,6.452
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/28/20,6.552,6.352,6.452
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/29/20,6.599,6.399,6.499
EUR45C6M=R,Euro/US Dollar 6 Month 45 Delta Call,12/30/20,6.733,6.533,6.633
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,11/30/20,6.443,6.243,6.343
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/1/20,6.622,6.422,6.522
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/2/20,6.647,6.447,6.547
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/3/20,6.692,6.492,6.592
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/4/20,6.74,6.54,6.64
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/7/20,6.744,6.544,6.644
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/8/20,6.575,6.375,6.475
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/9/20,6.612,6.412,6.512
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/10/20,6.632,6.432,6.532
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/11/20,6.77,6.57,6.67
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/14/20,6.784,6.534,6.659
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/15/20,6.736,6.536,6.636
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/16/20,6.82,6.62,6.72
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/17/20,6.808,6.608,6.708
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/18/20,6.614,6.414,6.514
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/21/20,6.67,6.47,6.57
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/22/20,6.549,6.349,6.449
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/23/20,6.551,6.351,6.451
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/24/20,6.472,6.272,6.372
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/25/20,6.492,6.253,6.372
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/28/20,6.472,6.272,6.372
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/29/20,6.552,6.352,6.452
EUR45C9M=R,Euro/US Dollar 9 Month 45 Delta Call,12/30/20,6.641,6.44,6.54
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,11/30/20,6.439,6.239,6.339
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/1/20,6.565,6.365,6.465
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/2/20,6.621,6.371,6.496
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/3/20,6.622,6.422,6.522
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/4/20,6.639,6.489,6.564
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/7/20,6.679,6.429,6.554
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/8/20,6.533,6.333,6.433
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/9/20,6.535,6.335,6.435
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/10/20,6.585,6.385,6.485
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/11/20,6.73,6.53,6.63
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/14/20,6.759,6.509,6.634
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/15/20,6.708,6.508,6.608
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/16/20,6.748,6.548,6.648
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/17/20,6.788,6.588,6.688
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/18/20,6.639,6.439,6.539
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/21/20,6.624,6.424,6.524
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/22/20,6.563,6.363,6.463
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/23/20,6.487,6.287,6.387
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/24/20,6.426,6.226,6.326
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/25/20,6.424,6.224,6.324
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/28/20,6.459,6.26,6.359
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/29/20,6.503,6.303,6.403
EUR45C1Y=R,Euro/US Dollar 1 Year 45 Delta Call,12/30/20,6.582,6.382,6.482
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,11/30/20,6.851,6.549,6.7
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/1/20,6.921,6.668,6.795
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/2/20,7.026,6.724,6.875
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/3/20,7.029,6.727,6.878
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/4/20,7.022,6.769,6.895
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/7/20,7,6.747,6.873
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/8/20,6.906,6.653,6.779
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/9/20,6.865,6.613,6.739
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/10/20,6.968,6.716,6.842
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/11/20,7.089,6.836,6.962
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/14/20,7.088,6.785,6.937
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/15/20,7.063,6.81,6.937
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/16/20,7.089,6.836,6.962
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/17/20,7.134,6.882,7.008
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/18/20,6.921,6.668,6.795
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/21/20,6.976,6.674,6.825
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/22/20,6.885,6.633,6.759
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/23/20,6.862,6.61,6.736
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/24/20,6.823,6.571,6.697
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/25/20,6.808,6.506,6.657
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/28/20,6.808,6.556,6.682
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/29/20,6.862,6.559,6.71
EUR45C2Y=R,Euro/US Dollar 2 Year 45 Delta Call,12/30/20,6.938,6.637,6.787
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,11/30/20,5.975,4.975,5.475
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/1/20,5.718,5.017,5.367
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/2/20,6.563,5.662,6.113
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/3/20,6.6,5.7,6.15
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/4/20,5.925,5.075,5.5
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/7/20,6.318,4.918,5.618
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/8/20,5.975,5.225,5.6
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/9/20,6.03,5.13,5.58
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/10/20,6.5,5.6,6.05
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/11/20,6.95,5.95,6.45
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/14/20,6.45,5.75,6.1
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/15/20,6.5,5.5,6
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/16/20,6.162,5.463,5.813
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/17/20,6.75,6.05,6.4
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/18/20,6,5.1,5.55
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/21/20,6.175,4.825,5.5
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/22/20,5.4,4.6,5
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/23/20,5.175,4.325,4.75
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/24/20,4.725,3.875,4.3
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/25/20,4.775,3.775,4.275
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/28/20,4.925,3.925,4.425
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/29/20,4.925,3.925,4.425
JPYSWO=R,US Dollar/Japanese Yen Spot Week ATM Option,12/30/20,6.525,5.725,6.125
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,11/30/20,5.975,5.575,5.775
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/1/20,5.8,5.5,5.65
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/2/20,5.975,5.725,5.85
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/3/20,6,5.7,5.85
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/4/20,5.975,5.675,5.825
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/7/20,6.2,6,6.1
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/8/20,6.175,5.975,6.075
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/9/20,6.075,5.875,5.975
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/10/20,6,5.75,5.875
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/11/20,6.213,5.912,6.063
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/14/20,6.3,6,6.15
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/15/20,6.3,6.1,6.2
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/16/20,6.335,5.935,6.135
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/17/20,6.438,6.238,6.338
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/18/20,6.4,6.1,6.25
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/21/20,6.8,6.5,6.65
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/22/20,6.6,6.3,6.45
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/23/20,6.275,6.025,6.15
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/24/20,5.975,5.725,5.85
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/25/20,6.05,5.8,5.925
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/28/20,6.225,5.825,6.025
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/29/20,6.175,5.775,5.975
JPY1MO=R,US Dollar/Japanese Yen 1 Month ATM Option,12/30/20,6.475,6.075,6.275
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,11/30/20,6.405,6.105,6.255
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/1/20,6.225,6.025,6.125
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/2/20,6.4,6.2,6.3
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/3/20,6.59,6.39,6.49
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/4/20,6.425,6.125,6.275
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/7/20,6.575,6.325,6.45
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/8/20,6.4,6.2,6.3
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/9/20,6.4,6.15,6.275
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/10/20,6.425,6.275,6.35
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/11/20,6.537,6.338,6.438
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/14/20,6.563,6.363,6.463
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/15/20,6.475,6.225,6.35
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/16/20,6.475,6.225,6.35
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/17/20,6.75,6.55,6.65
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/18/20,6.75,6.5,6.625
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/21/20,6.988,6.688,6.838
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/22/20,6.827,6.577,6.702
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/23/20,6.6,6.35,6.475
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/24/20,6.35,6.1,6.225
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/25/20,6.35,6.1,6.225
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/28/20,6.475,6.125,6.3
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/29/20,6.3,5.95,6.125
JPY2MO=R,US Dollar/Japanese Yen 2 Month ATM Option,12/30/20,6.475,6.175,6.325
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,11/30/20,6.45,6.2,6.325
JPY3MO=R,US Dollar/Japanese Yen 3 Month ATM Option,12/1/20,6.363,6.113,6.238
