Reference Company,Security Description,Trade Date,Ask,Bid,Close
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/16/20,0.475,0.125,0.125
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/17/20,0.525,0.175,0.175
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/18/20,0.512,0.162,0.162
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/21/20,0.375,0.025,0.025
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/22/20,0.35,0,0
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/23/20,0.35,0,0
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/24/20,0.35,0,0
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/25/20,0.35,0,0
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/28/20,0.35,0,0
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/29/20,0.425,0.075,0.075
EUR3MRR=,Euro/US Dollar 3 Month 25 Delta Risk Reversal,12/30/20,0.5,0.15,0.15
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,11/30/20,0.325,0.125,0.125
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/1/20,0.325,0.125,0.125
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/2/20,0.35,0.15,0.15
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/3/20,0.4,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/4/20,0.387,0.188,0.188
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/7/20,0.387,0.188,0.188
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/8/20,0.35,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/9/20,0.35,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/10/20,0.35,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/11/20,0.438,0.138,0.138
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/14/20,0.438,0.138,0.138
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/15/20,0.375,0.175,0.175
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/16/20,0.35,0.15,0.15
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/17/20,0.35,0.15,0.15
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/18/20,0.369,0.169,0.169
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/21/20,0.35,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/22/20,0.35,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/23/20,0.35,0.2,0.2
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/24/20,0.313,0.213,0.213
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/25/20,0.313,0.213,0.213
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/28/20,0.375,0.175,0.175
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/29/20,0.375,0.175,0.175
EUR3MBF=,Euro/US Dollar 3 Month 25 Delta Butterfly,12/30/20,0.375,0.175,0.175
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,11/30/20,1.138,0.438,0.438
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/1/20,1.15,0.45,0.45
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/2/20,1.25,0.65,0.65
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/3/20,1.325,0.725,0.725
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/4/20,1.15,0.55,0.55
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/7/20,1,0.3,0.3
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/8/20,0.85,0.25,0.25
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/9/20,0.85,0.15,0.15
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/10/20,0.9,0.2,0.2
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/11/20,0.6,0,0
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/14/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/15/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/16/20,0.8,0.2,0.2
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/17/20,0.9,0.3,0.3
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/18/20,0.9,0.3,0.3
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/21/20,0.613,0.013,0.013
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/22/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/23/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/24/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/25/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/28/20,0.65,0.05,0.05
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/29/20,0.7,0.1,0.1
EUR3MR10=,Euro/US Dollar 3 Month 10 Delta Risk Reversal,12/30/20,0.887,0.287,0.287
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,11/30/20,0.969,0.469,0.469
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/1/20,1.038,0.438,0.438
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/2/20,1.1,0.5,0.5
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/3/20,1.2,0.6,0.6
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/4/20,1.225,0.625,0.625
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/7/20,1.212,0.663,0.663
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/8/20,1.225,0.625,0.625
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/9/20,1.2,0.6,0.6
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/10/20,1.2,0.6,0.6
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/11/20,1.219,0.619,0.619
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/14/20,1.25,0.65,0.65
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/15/20,1.075,0.675,0.675
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/16/20,1.112,0.512,0.512
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/17/20,1.125,0.525,0.525
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/18/20,1.138,0.538,0.538
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/21/20,1.087,0.688,0.688
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/22/20,1.15,0.55,0.55
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/23/20,1.15,0.55,0.55
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/24/20,1.15,0.55,0.55
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/25/20,1.15,0.55,0.55
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/28/20,1.15,0.55,0.55
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/29/20,1.125,0.525,0.525
EUR3MB10=,Euro/US Dollar 3 Month 10 Delta Butterfly,12/30/20,1.1,0.5,0.5
EUR6MO=,Euro/US Dollar 6 Month ATM Option,11/30/20,6.35,6.15,6.15
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/1/20,6.58,6.38,6.38
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/2/20,6.7,6.45,6.45
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/3/20,6.742,6.543,6.543
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/4/20,6.8,6.6,6.6
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/7/20,6.83,6.63,6.63
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/8/20,6.625,6.425,6.425
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/9/20,6.613,6.412,6.412
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/10/20,6.7,6.5,6.5
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/11/20,6.875,6.625,6.625
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/14/20,6.782,6.582,6.582
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/15/20,6.753,6.552,6.552
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/16/20,6.775,6.575,6.575
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/17/20,6.88,6.68,6.68
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/18/20,6.675,6.475,6.475
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/21/20,6.75,6.5,6.5
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/22/20,6.675,6.425,6.425
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/23/20,6.575,6.375,6.375
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/24/20,6.5,6.3,6.3
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/25/20,6.525,6.325,6.325
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/28/20,6.53,6.33,6.33
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/29/20,6.575,6.375,6.375
EUR6MO=,Euro/US Dollar 6 Month ATM Option,12/30/20,6.7,6.5,6.5
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,11/30/20,0.6,0.35,0.35
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/1/20,0.613,0.363,0.363
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/2/20,0.65,0.4,0.4
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/3/20,0.663,0.463,0.463
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/4/20,0.575,0.375,0.375
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/7/20,0.525,0.325,0.325
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/8/20,0.475,0.275,0.275
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/9/20,0.475,0.275,0.275
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/10/20,0.475,0.275,0.275
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/11/20,0.4,0.15,0.15
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/14/20,0.387,0.188,0.188
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/15/20,0.425,0.225,0.225
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/16/20,0.425,0.225,0.225
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/17/20,0.475,0.275,0.275
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/18/20,0.525,0.325,0.325
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/21/20,0.4,0.15,0.15
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/22/20,0.375,0.125,0.125
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/23/20,0.35,0.15,0.15
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/24/20,0.35,0.15,0.15
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/25/20,0.375,0.175,0.175
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/28/20,0.375,0.125,0.125
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/29/20,0.375,0.175,0.175
EUR6MRR=,Euro/US Dollar 6 Month 25 Delta Risk Reversal,12/30/20,0.463,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,11/30/20,0.425,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/1/20,0.425,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/2/20,0.425,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/3/20,0.463,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/4/20,0.463,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/7/20,0.45,0.3,0.3
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/8/20,0.463,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/9/20,0.463,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/10/20,0.463,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/11/20,0.525,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/14/20,0.525,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/15/20,0.475,0.275,0.275
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/16/20,0.425,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/17/20,0.425,0.225,0.225
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/18/20,0.438,0.237,0.237
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/21/20,0.438,0.287,0.287
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/22/20,0.425,0.275,0.275
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/23/20,0.425,0.275,0.275
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/24/20,0.412,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/25/20,0.412,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/28/20,0.412,0.262,0.262
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/29/20,0.4,0.25,0.25
EUR6MBF=,Euro/US Dollar 6 Month 25 Delta Butterfly,12/30/20,0.4,0.25,0.25
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,11/30/20,1.4,0.4,0.4
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/1/20,1.375,0.425,0.425
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/2/20,1.25,0.6,0.6
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/3/20,1.325,0.675,0.675
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/4/20,1.225,0.575,0.575
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/7/20,1.362,0.412,0.412
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/8/20,1,0.35,0.35
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/9/20,0.962,0.313,0.313
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/10/20,0.975,0.325,0.325
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/11/20,0.8,0.15,0.15
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/14/20,0.825,0.175,0.175
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/15/20,0.825,0.175,0.175
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/16/20,0.95,0.3,0.3
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/17/20,1.025,0.375,0.375
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/18/20,1.025,0.375,0.375
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/21/20,0.775,0.125,0.125
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/22/20,0.762,0.112,0.112
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/23/20,0.825,0.175,0.175
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/24/20,0.775,0.125,0.125
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/25/20,0.775,0.125,0.125
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/28/20,0.775,0.125,0.125
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/29/20,1,-0.05,-0.05
EUR6MR10=,Euro/US Dollar 6 Month 10 Delta Risk Reversal,12/30/20,1.138,0.138,0.138
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,11/30/20,1.269,0.769,0.769
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/1/20,1.269,0.769,0.769
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/2/20,1.388,0.788,0.788
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/3/20,1.494,0.894,0.894
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/4/20,1.538,0.938,0.938
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/7/20,1.462,0.962,0.962
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/8/20,1.525,0.925,0.925
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/9/20,1.525,0.925,0.925
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/10/20,1.525,0.925,0.925
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/11/20,1.55,0.95,0.95
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/14/20,1.525,0.925,0.925
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/15/20,1.5,0.9,0.9
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/16/20,1.388,0.788,0.788
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/17/20,1.413,0.813,0.813
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/18/20,1.413,0.813,0.813
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/21/20,1.481,0.881,0.881
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/22/20,1.462,0.863,0.863
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/23/20,1.462,0.863,0.863
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/24/20,1.425,0.825,0.825
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/25/20,1.425,0.825,0.825
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/28/20,1.425,0.825,0.825
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/29/20,1.406,0.806,0.806
EUR6MB10=,Euro/US Dollar 6 Month 10 Delta Butterfly,12/30/20,1.4,0.8,0.8
EUR9MO=,Euro/US Dollar 9 Month ATM Option,11/30/20,6.4,6.2,6.2
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/1/20,6.58,6.38,6.38
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/2/20,6.6,6.4,6.4
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/3/20,6.648,6.448,6.448
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/4/20,6.7,6.5,6.5
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/7/20,6.71,6.51,6.51
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/8/20,6.545,6.345,6.345
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/9/20,6.58,6.38,6.38
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/10/20,6.6,6.4,6.4
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/11/20,6.75,6.55,6.55
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/14/20,6.765,6.515,6.515
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/15/20,6.715,6.515,6.515
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/16/20,6.795,6.595,6.595
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/17/20,6.775,6.575,6.575
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/18/20,6.575,6.375,6.375
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/21/20,6.65,6.45,6.45
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/22/20,6.53,6.33,6.33
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/23/20,6.53,6.33,6.33
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/24/20,6.45,6.25,6.25
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/25/20,6.475,6.225,6.225
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/28/20,6.45,6.25,6.25
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/29/20,6.525,6.325,6.325
EUR9MO=,Euro/US Dollar 9 Month ATM Option,12/30/20,6.613,6.412,6.412
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,11/30/20,0.625,0.425,0.425
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/1/20,0.625,0.425,0.425
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/2/20,0.65,0.45,0.45
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/3/20,0.65,0.45,0.45
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/4/20,0.575,0.375,0.375
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/7/20,0.525,0.325,0.325
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/8/20,0.5,0.3,0.3
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/9/20,0.5,0.3,0.3
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/10/20,0.5,0.3,0.3
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/11/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/14/20,0.425,0.175,0.175
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/15/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/16/20,0.45,0.25,0.25
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/17/20,0.525,0.325,0.325
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/18/20,0.55,0.35,0.35
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/21/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/22/20,0.375,0.175,0.175
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/23/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/24/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/25/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/28/20,0.4,0.2,0.2
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/29/20,0.425,0.225,0.225
EUR9MRR=,Euro/US Dollar 9 Month 25 Delta Risk Reversal,12/30/20,0.45,0.25,0.25
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,11/30/20,0.412,0.262,0.262
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/1/20,0.412,0.262,0.262
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/2/20,0.438,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/3/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/4/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/7/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/8/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/9/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/10/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/11/20,0.488,0.287,0.287
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/14/20,0.538,0.237,0.237
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/15/20,0.538,0.237,0.237
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/16/20,0.463,0.262,0.262
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/17/20,0.463,0.262,0.262
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/18/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/21/20,0.463,0.313,0.313
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/22/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/23/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/24/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/25/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/28/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/29/20,0.475,0.275,0.275
EUR9MBF=,Euro/US Dollar 9 Month 25 Delta Butterfly,12/30/20,0.475,0.275,0.275
EUR9MR10=,Euro/US Dollar 9 Month 10 Delta Risk Reversal,11/30/20,1.275,0.625,0.625
EUR9MR10=,Euro/US Dollar 9 Month 10 Delta Risk Reversal,12/1/20,1.425,0.475,0.475
